credit_amount,business_age_months,monthly_income_avg,total_deposits_3m,revenue_volatility_3m,request_ratio,dti_monthly,nsf_count_3m,negative_days_3m,owner_percentage,owner_credit_score,p_viable,risk_sharp
20845.18,22,17499.83,51037.88,0.683,1.191,0.298,3,9,56.9,693,0.531,1
35584.51,24,33275.06,112890.57,0.713,1.069,0.402,2,4,90.2,643,0.896,0
10666.41,144,9647.13,27061.55,0.628,1.106,0.372,1,3,53.2,624,0.84,0
11112.36,60,8604.88,25891.41,0.588,1.291,0.347,3,5,24.5,671,0.528,0
7809.62,37,4221.83,13613.29,0.618,1.85,0.368,5,8,56.6,702,0.215,1
5000.0,45,6656.98,18660.19,0.717,0.751,0.32,5,4,80.5,694,0.335,1
30251.14,20,23168.11,70212.68,0.606,1.306,0.181,3,3,58.5,625,0.79,0
21986.14,8,15358.16,42295.84,0.67,1.432,0.258,4,4,94.8,667,0.507,0
9043.95,71,10407.78,30219.42,0.567,0.869,0.336,6,4,83.0,712,0.467,1
19442.44,47,15886.86,57667.57,0.559,1.224,0.397,0,7,72.5,543,0.717,1
19588.19,88,17168.93,57034.59,0.611,1.141,0.323,3,5,95.5,603,0.741,0
5000.0,25,3598.6726000000003,11190.71,0.647,1.412,0.471,1,7,10.5,654,0.337,1
7033.45,93,6425.98,19847.39,0.512,1.095,0.366,3,3,94.0,569,0.565,0
15621.04,12,22418.55,58831.08,0.735,0.697,0.63,2,4,56.6,597,0.594,1
28593.08,26,18269.24,53988.44,0.561,1.565,0.479,6,1,32.6,737,0.573,1
10786.44,60,6335.78,20409.77,0.608,1.702,0.341,3,3,58.0,673,0.527,0
8266.94,23,10226.47,29593.99,0.723,0.808,0.554,3,2,58.5,658,0.423,0
9842.54,136,9740.14,30063.27,0.604,1.011,0.683,4,3,93.2,600,0.566,1
40717.99,28,26020.83,71796.26,0.679,1.565,0.275,7,7,72.9,635,0.499,1
27384.19,111,19124.47,52380.54,0.485,1.432,0.106,1,2,63.5,578,0.927,0
8895.9,98,7600.83,26963.92,0.581,1.17,0.405,2,5,83.3,642,0.633,0
9494.35,8,11616.19,40784.34,0.704,0.817,0.442,4,4,93.2,553,0.311,1
6809.01,23,12919.71,38493.91,0.629,0.527,0.343,0,3,71.4,738,0.769,0
22942.96,53,14070.15,39582.83,0.648,1.631,0.434,5,4,36.0,605,0.437,1
7027.49,26,9470.22,26269.17,0.554,0.742,0.561,4,4,64.6,598,0.318,1
12115.78,28,11452.04,35459.98,0.531,1.058,0.083,0,2,84.4,653,0.818,0
13248.77,97,9262.63,32088.78,0.524,1.43,0.205,1,5,85.6,684,0.801,0
5681.33,6,5748.17,16280.45,0.735,0.988,0.388,5,3,95.8,664,0.223,1
6290.56,19,5129.82,15634.65,0.731,1.226,0.274,1,7,35.2,702,0.425,0
5878.47,41,6355.12,19292.22,0.552,0.925,0.41,3,5,57.7,610,0.383,1
14250.49,30,16130.09,54838.48,0.752,0.883,0.594,4,3,79.9,667,0.487,0
10036.49,50,14580.88,44724.8,0.631,0.688,0.356,1,2,65.4,661,0.781,0
36147.51,122,42102.38,112200.16,0.422,0.859,0.528,2,2,17.8,685,0.984,0
13074.75,13,11487.75,36538.15,0.694,1.138,0.126,5,7,96.4,686,0.364,1
40658.16,68,25251.95,76792.18,0.688,1.61,0.127,6,5,41.2,710,0.775,1
21260.09,21,11812.02,32977.81,0.629,1.8,0.175,5,3,82.8,777,0.535,1
26664.2,21,15708.01,51120.4,0.729,1.697,0.158,1,8,10.4,652,0.656,1
17405.87,23,17923.62,52425.09,0.758,0.971,0.232,2,4,56.9,592,0.663,0
29344.61,125,26225.78,80776.12,0.537,1.119,0.5,3,6,28.6,628,0.882,0
13580.09,17,13752.36,41733.96,0.615,0.987,0.078,3,3,91.7,639,0.649,0
8112.14,11,8670.8,25391.0,0.759,0.936,0.475,1,2,61.1,700,0.527,0
18226.36,33,14965.61,41981.59,0.728,1.218,0.345,5,1,57.6,699,0.547,1
65044.000799999965,41,32447.6,101700.37,0.543,2.134,0.503,4,4,54.2,675,0.859,0
20772.09,46,13523.9,36611.21,0.623,1.536,0.48,7,6,86.7,668,0.276,1
8534.94,76,10773.87,34722.28,0.645,0.792,0.236,7,5,71.3,641,0.378,1
42282.05,85,25395.37,70981.67,0.632,1.665,0.502,4,5,75.5,659,0.781,0
5000.0,9,4054.5,11030.01,0.664,1.233,0.351,4,5,55.8,585,0.201,1
9629.0,5,8174.06,27273.25,0.618,1.178,0.072,3,6,12.1,654,0.439,0
16291.59,20,7555.18,22835.89,0.777,2.156,0.446,1,6,84.0,672,0.415,0
10405.0,28,9440.61,24007.41,0.662,1.102,0.548,2,3,71.2,720,0.506,0
33938.02,75,34498.23,103388.81,0.576,0.984,0.477,4,6,92.2,568,0.86,0
16570.58,74,21908.91,68941.01,0.551,0.756,0.272,4,3,89.6,681,0.833,0
5000.0,36,3997.92,12606.52,0.637,1.251,0.114,6,7,89.5,766,0.272,1
8332.31,97,12674.28,35669.13,0.457,0.657,0.484,3,7,93.2,675,0.645,0
5000.0,49,5513.79,15704.93,0.703,0.907,0.359,5,4,92.5,649,0.29,1
20981.86,25,25212.07,76623.52,0.634,0.832,0.402,3,8,77.6,700,0.712,1
12671.46,7,8666.69,28160.22,0.535,1.462,0.537,1,5,65.1,662,0.471,0
25755.7,8,12927.06,34700.87,0.609,1.992,0.215,2,5,78.6,592,0.538,0
13573.48,17,10411.28,28090.21,0.736,1.304,0.121,3,6,32.9,655,0.453,0
33601.5,112,21836.59,72693.86,0.535,1.539,0.496,7,4,46.9,701,0.716,1
5000.0,10,3598.6726000000003,10774.730800000001,0.63,1.667,0.422,3,1,75.8,531,0.271,1
31370.87,114,19297.91,53529.25,0.552,1.626,0.447,3,3,81.5,636,0.83,0
16715.99,144,13983.74,40650.76,0.517,1.195,0.574,4,4,73.1,583,0.721,0
18754.23,30,22687.38,79539.67,0.655,0.827,0.359,3,4,90.5,656,0.761,0
17958.5,32,15559.06,49963.92,0.669,1.154,0.466,1,4,31.3,694,0.707,0
31152.1,45,18596.9,55570.42,0.573,1.675,0.383,3,2,98.9,647,0.744,0
13474.75,18,6272.42,20537.22,0.63,2.148,0.308,5,4,59.3,629,0.268,1
9804.04,144,10064.76,29028.82,0.489,0.974,0.507,2,5,66.3,613,0.781,0
33958.67,128,33230.63,100950.08,0.483,1.022,0.382,0,5,54.5,614,0.976,0
17425.81,21,16868.42,49350.59,0.616,1.033,0.269,4,3,75.5,697,0.632,0
19486.88,53,13590.24,43078.78,0.601,1.434,0.074,0,7,53.4,693,0.815,0
14211.21,86,16157.52,51195.24,0.537,0.88,0.395,4,6,82.9,761,0.72,0
16028.88,23,15623.65,47707.63,0.67,1.026,0.45,3,4,63.2,688,0.57,0
7458.95,70,6461.0,20164.67,0.583,1.154,0.427,2,9,88.0,719,0.472,1
21836.94,78,26229.62,85844.81,0.537,0.833,0.389,3,1,44.5,595,0.897,0
12893.37,49,12357.42,38455.11,0.493,1.043,0.266,3,1,67.5,644,0.713,0
22249.65,74,13204.04,40326.89,0.532,1.685,0.505,3,3,96.6,588,0.625,0
8242.39,6,7932.23,24609.04,0.658,1.039,0.311,5,3,54.4,644,0.293,1
5000.0,15,3598.6726000000003,10774.730800000001,0.746,1.667,0.235,5,5,93.9,625,0.185,1
21965.5,14,17945.57,49856.51,0.664,1.224,0.172,2,5,67.2,677,0.705,0
9687.67,38,6146.43,19052.65,0.54,1.576,0.29,2,5,52.9,656,0.506,0
14914.28,128,21648.14,55140.5,0.542,0.689,0.361,2,2,95.1,696,0.925,0
9985.48,17,7877.57,23097.89,0.639,1.268,0.322,6,5,72.0,730,0.265,1
11312.25,19,7936.9,27401.42,0.708,1.425,0.205,3,2,72.3,677,0.512,0
8248.15,15,9629.54,27061.97,0.569,0.857,0.198,5,6,84.8,655,0.338,1
5000.0,35,7011.19,18288.34,0.733,0.713,0.654,4,3,74.0,670,0.276,1
12713.85,26,10742.79,29790.06,0.688,1.183,0.472,2,3,89.1,770,0.584,0
17653.94,18,9700.7,30761.0,0.653,1.82,0.249,4,2,78.8,611,0.442,0
11396.12,16,6011.76,17845.58,0.565,1.896,0.168,2,1,66.6,661,0.608,0
28114.72,54,22865.37,63073.66,0.515,1.23,0.492,6,2,82.3,600,0.631,1
7460.71,48,6828.68,22465.49,0.68,1.093,0.174,4,2,55.3,640,0.489,0
27609.86,35,17108.02,53078.38,0.699,1.614,0.278,4,4,42.2,694,0.626,0
16117.83,45,20819.51,56679.33,0.702,0.774,0.283,2,5,67.7,681,0.774,0
10855.26,7,20507.02,60430.17,0.793,0.529,0.335,2,6,70.7,664,0.633,0
18451.44,88,11814.87,41491.88,0.631,1.562,0.187,6,4,84.0,570,0.502,1
20977.53,9,11015.9,32229.13,0.707,1.904,0.588,2,6,58.9,708,0.395,1
11739.64,23,8980.3,23289.79,0.829,1.307,0.138,2,7,52.7,738,0.49,0
19737.27,144,24443.4,76087.93,0.496,0.807,0.312,6,4,93.9,565,0.859,1
7294.52,17,10213.51,31578.42,0.662,0.714,0.497,0,2,92.8,696,0.657,0
18268.27,144,20172.02,66967.82,0.428,0.906,0.492,5,2,96.0,587,0.837,1
12356.69,15,10950.79,31822.59,0.714,1.128,0.249,3,2,85.8,719,0.566,0
41468.73,21,21378.97,66403.18,0.645,1.94,0.279,4,4,94.3,710,0.704,0
10801.23,17,9596.69,29357.91,0.626,1.126,0.241,5,3,66.8,741,0.439,1
5550.38,20,9051.56,27140.93,0.624,0.613,0.114,3,6,58.3,629,0.457,0
17859.33,21,14747.96,45389.49,0.606,1.211,0.454,3,7,85.0,623,0.449,0
30377.83,4,32319.45,101627.63,0.666,0.94,0.213,2,4,68.3,773,0.919,0
12719.87,29,7881.66,24685.95,0.554,1.614,0.05,1,3,64.4,649,0.7,0
24717.97,104,30874.18,99424.98,0.458,0.801,0.436,2,2,80.0,630,0.957,0
16167.57,61,9489.8,23277.66,0.537,1.704,0.59,5,1,28.6,613,0.407,1
8844.44,34,10699.38,28257.89,0.604,0.827,0.242,4,4,80.0,572,0.433,0
7489.49,29,7034.2,21462.79,0.624,1.065,0.25,6,3,93.8,637,0.293,1
7797.99,58,9195.73,27842.89,0.475,0.848,0.338,1,9,84.7,713,0.622,1
20394.62,88,9485.46,26141.78,0.544,2.15,0.41,2,7,76.0,573,0.554,0
20620.54,62,17740.35,51795.25,0.55,1.162,0.427,2,6,34.7,654,0.727,0
6705.72,15,8289.66,23224.66,0.727,0.809,0.384,6,9,66.6,662,0.145,1
21741.1,9,15637.88,49119.29,0.613,1.39,0.332,4,8,88.2,586,0.374,1
16180.9,67,9631.88,26834.58,0.677,1.68,0.086,5,4,96.8,577,0.469,1
23958.78,44,14441.33,44068.11,0.755,1.659,0.449,4,4,74.2,651,0.485,0
27852.57,4,24206.14,78573.65,0.761,1.151,0.336,7,6,94.3,722,0.462,1
7701.55,27,7900.24,22049.35,0.589,0.975,0.544,2,3,52.1,598,0.423,0
6166.46,6,6921.81,18538.48,0.721,0.891,0.321,3,6,36.0,629,0.283,1
6734.29,49,11161.22,31444.38,0.561,0.603,0.54,3,5,26.4,657,0.484,0
13339.72,32,14200.25,39635.66,0.59,0.939,0.35,4,7,77.2,754,0.514,0
23547.24,115,21492.18,64684.57,0.488,1.096,0.355,2,2,67.2,701,0.928,0
13287.92,27,13255.73,34354.56,0.664,1.002,0.249,3,2,31.3,752,0.667,0
31694.89,11,14515.62,49142.05,0.613,2.184,0.191,0,2,84.4,710,0.824,0
6420.87,16,4812.65,12986.92,0.677,1.334,0.479,5,1,38.2,720,0.299,1
24389.73,42,14350.81,38405.63,0.724,1.7,0.414,3,6,57.1,565,0.445,0
20472.22,6,12413.49,37423.33,0.604,1.649,0.153,3,7,19.0,505,0.39,1
11327.89,15,17511.11,52016.51,0.555,0.647,0.41,2,4,86.5,713,0.703,0
8719.48,14,9565.88,31845.84,0.628,0.912,0.394,1,4,60.9,682,0.57,0
15989.89,22,9847.36,28894.99,0.763,1.624,0.585,6,2,29.2,530,0.181,1
33876.5,35,21320.06,62501.79,0.69,1.589,0.455,3,3,95.1,611,0.683,0
6600.16,48,6502.4,20517.9,0.573,1.015,0.582,4,5,93.6,632,0.3,1
5000.0,7,4361.44,14076.08,0.613,1.146,0.406,5,6,52.5,705,0.195,1
5945.72,11,5367.79,13597.98,0.703,1.108,0.543,1,4,94.2,664,0.372,1
13917.46,8,7013.76,21151.47,0.689,1.984,0.234,7,1,65.3,710,0.266,1
26150.08,22,22996.88,80885.04,0.701,1.137,0.322,4,3,72.3,586,0.686,0
60265.77,93,46340.38859999986,139645.71,0.483,1.23,0.531,3,2,77.0,558,0.98,0
13198.92,29,6566.52,19936.27,0.651,2.01,0.402,6,3,71.1,543,0.197,1
11282.67,52,12448.89,40393.29,0.686,0.906,0.28,5,5,22.3,689,0.482,1
17966.93,66,11994.55,37383.43,0.685,1.498,0.349,5,2,91.9,651,0.53,1
11721.31,12,14002.43,38475.87,0.586,0.837,0.092,1,3,85.1,666,0.755,0
17088.5,143,25096.76,74884.27,0.528,0.681,0.321,3,2,62.7,670,0.944,0
9348.55,26,6609.53,17861.74,0.64,1.414,0.23,1,4,25.1,536,0.484,1
7448.52,15,7695.76,21113.14,0.614,0.968,0.331,2,5,85.0,654,0.44,0
24757.76,105,15237.16,49766.47,0.505,1.625,0.529,3,4,57.7,721,0.78,0
16155.65,19,20405.21,65408.64,0.701,0.792,0.604,4,3,22.2,725,0.597,1
15781.09,142,12575.79,43117.61,0.485,1.255,0.506,1,1,49.9,617,0.882,0
7368.74,12,4963.05,15989.47,0.671,1.485,0.354,4,2,81.6,621,0.295,1
21000.54,10,24982.08,74094.88,0.706,0.841,0.112,6,6,29.5,685,0.61,1
17245.63,35,18806.65,51842.39,0.765,0.917,0.493,1,5,79.2,661,0.688,0
5997.4,66,7206.63,24036.56,0.631,0.832,0.617,8,5,12.8,584,0.138,1
9991.0,16,12203.44,38443.44,0.719,0.819,0.154,3,7,99.4,633,0.458,0
16716.47,10,20294.64,64779.53,0.691,0.824,0.216,6,5,90.6,702,0.522,1
16749.6,44,15327.74,48092.14,0.618,1.093,0.447,8,3,63.1,598,0.303,1
36621.9,78,32716.67,107464.93,0.569,1.119,0.647,3,4,54.5,775,0.925,1
21569.0,30,15882.27,41838.69,0.641,1.358,0.186,6,3,98.3,658,0.497,1
19482.48,16,14123.12,38254.84,0.518,1.379,0.253,1,3,52.7,634,0.721,0
22712.15,18,14630.0,40828.94,0.642,1.552,0.115,2,3,84.1,715,0.735,0
23008.75,70,17395.43,53706.37,0.63,1.323,0.282,3,5,99.2,680,0.746,0
27217.1,36,23734.31,68598.12,0.588,1.147,0.558,1,6,63.0,701,0.8,0
9885.56,30,10404.7,34031.44,0.754,0.95,0.415,2,1,96.4,562,0.521,0
22124.88,75,21651.14,64866.9,0.6,1.022,0.29,6,5,71.6,670,0.678,1
18443.1,13,13345.41,47462.86,0.663,1.382,0.229,3,9,62.5,702,0.424,1
11690.87,28,13222.51,45105.76,0.712,0.884,0.374,0,6,55.0,671,0.673,0
17140.81,72,11188.73,33939.85,0.639,1.532,0.45,5,4,19.2,709,0.489,1
14058.2,91,13241.4,35407.88,0.654,1.062,0.187,0,3,85.1,750,0.89,0
31903.21,37,17042.68,53946.34,0.733,1.872,0.505,4,4,82.6,705,0.552,0
27161.71,40,23992.43,65566.76,0.737,1.132,0.361,2,5,80.7,663,0.78,0
9986.72,25,15069.42,41683.81,0.688,0.663,0.05,2,5,81.4,759,0.745,0
13548.03,9,6063.08,17615.91,0.609,2.235,0.282,3,4,28.8,740,0.427,0
5000.0,32,4618.63,13398.15,0.638,1.083,0.306,3,5,61.5,720,0.398,1
38308.21,50,23140.05,72489.23,0.737,1.655,0.52,1,5,80.7,631,0.791,0
65044.000799999965,144,46340.38859999986,140030.18359999993,0.544,0.83,0.496,1,6,94.5,609,1.0,0
7498.52,29,9603.55,26484.56,0.624,0.781,0.27,5,4,51.8,644,0.369,1
8155.13,71,10154.11,29741.68,0.563,0.803,0.624,2,6,99.1,683,0.544,1
39505.07,10,16152.22,43185.34,0.599,2.446,0.618,1,2,98.7,630,0.632,1
5784.19,45,7233.01,22396.63,0.7,0.8,0.43,3,7,64.1,669,0.352,1
52437.6,21,24153.97,61678.55,0.626,2.171,0.361,0,9,71.8,680,0.772,1
27718.24,18,15197.31,44735.77,0.596,1.824,0.215,1,3,78.7,732,0.786,0
14045.13,10,12272.85,34915.73,0.615,1.144,0.44,2,1,41.3,762,0.654,0
5089.23,16,8061.17,25238.82,0.489,0.631,0.259,2,4,54.0,662,0.55,0
21324.6,50,25202.7,70715.02,0.671,0.846,0.382,2,7,62.1,613,0.771,0
7403.26,107,10474.0,29285.36,0.539,0.707,0.355,3,3,83.3,708,0.744,0
39322.85,136,27990.85,86635.65,0.447,1.405,0.348,1,7,54.0,621,0.952,0
27579.56,26,15630.53,48578.17,0.752,1.764,0.176,2,8,94.7,594,0.555,1
17256.66,34,27644.12,75990.08,0.644,0.624,0.298,6,3,94.4,735,0.751,1
18625.84,14,12814.79,40255.15,0.514,1.453,0.238,4,4,55.8,626,0.507,0
65044.000799999965,93,46340.38859999986,140030.18359999993,0.609,0.662,0.512,4,7,35.1,734,1.0,0
25905.94,54,21042.96,60747.53,0.547,1.231,0.415,3,9,12.6,587,0.62,1
17181.63,19,13014.59,35206.65,0.706,1.32,0.367,5,5,82.8,707,0.373,1
5446.24,10,7405.68,22315.59,0.715,0.735,0.362,1,2,77.6,774,0.596,0
38075.11,94,30773.47,82115.32,0.575,1.237,0.368,4,5,51.1,581,0.865,0
17610.68,23,8856.35,26019.09,0.574,1.988,0.236,2,2,57.3,694,0.631,0
15254.63,20,8552.1,24619.68,0.58,1.784,0.294,5,4,91.8,633,0.328,1
5000.0,34,7867.0,24908.07,0.646,0.636,0.132,3,3,89.6,604,0.515,0
12763.02,119,14066.92,36271.32,0.473,0.907,0.427,3,2,51.8,830,0.865,0
60089.08,10,46340.38859999986,131319.41,0.752,1.199,0.202,6,3,51.7,594,0.918,1
19459.61,25,11943.07,36923.47,0.65,1.629,0.512,4,6,92.7,692,0.37,1
17033.84,35,9777.2,30604.44,0.576,1.742,0.286,3,4,68.7,607,0.505,0
42545.07,37,24793.31,61603.75,0.708,1.716,0.232,3,9,70.9,668,0.694,1
19698.15,17,13226.74,44507.93,0.533,1.489,0.365,3,4,97.3,666,0.568,0
47416.69,28,26989.32,86639.98,0.639,1.757,0.281,5,5,95.0,696,0.749,1
61491.41,54,46340.38859999986,140030.18359999993,0.651,1.243,0.295,2,3,70.1,657,0.983,0
5000.0,84,6316.44,19094.18,0.516,0.792,0.609,1,1,31.4,658,0.697,1
5000.0,6,3598.6726000000003,10774.730800000001,0.66,1.667,0.332,4,5,73.2,680,0.224,1
62990.72,86,46340.38859999986,140030.18359999993,0.524,1.172,0.154,4,3,72.1,688,0.992,0
12223.46,52,7843.38,21937.11,0.548,1.558,0.669,1,2,51.9,716,0.612,1
8205.68,6,3679.21,10774.730800000001,0.694,2.23,0.058,4,3,89.9,634,0.323,1
14469.9,109,12276.18,36504.79,0.612,1.179,0.423,4,3,90.6,581,0.627,0
9635.15,14,6222.22,20470.98,0.816,1.549,0.347,3,6,88.5,613,0.256,1
10564.03,28,7807.41,24297.89,0.71,1.353,0.347,3,3,98.3,689,0.457,0
22549.84,4,20143.89,58693.44,0.663,1.119,0.137,5,3,53.3,590,0.565,1
17487.39,134,15320.5,43794.82,0.615,1.141,0.461,6,1,98.4,587,0.664,1
5000.0,22,3953.45,12074.25,0.59,1.265,0.158,3,5,93.1,601,0.355,1
19075.98,9,12655.69,37707.35,0.64,1.507,0.262,2,9,56.8,619,0.435,1
18721.29,71,8852.19,26042.79,0.669,2.115,0.506,3,5,53.1,606,0.439,0
9061.68,29,8781.79,26358.02,0.609,1.032,0.05,3,2,52.0,663,0.619,0
13950.18,12,8881.39,26067.71,0.68,1.571,0.05,3,6,56.7,651,0.451,0
28520.12,65,19601.11,51439.79,0.555,1.455,0.619,6,4,91.2,693,0.535,1
13246.54,73,9477.05,28300.26,0.584,1.398,0.175,2,2,48.3,616,0.726,0
29722.61,58,19405.51,58115.22,0.608,1.532,0.416,3,7,81.5,703,0.694,0
5000.0,25,4489.53,13611.99,0.697,1.114,0.34,2,8,70.3,602,0.279,1
18164.61,36,20025.73,55254.77,0.652,0.907,0.615,1,5,79.0,781,0.764,1
54756.41,144,41297.34,115963.94,0.581,1.326,0.366,2,4,64.6,573,0.981,0
11623.56,41,10387.29,35248.35,0.666,1.119,0.554,3,4,95.0,662,0.454,0
10065.94,36,6789.05,19160.45,0.634,1.483,0.409,6,3,33.4,683,0.275,1
7972.31,17,5625.24,17563.2,0.63,1.417,0.469,5,6,73.8,705,0.211,1
16113.66,91,17727.23,49791.4,0.508,0.909,0.557,4,6,64.6,554,0.591,0
25443.44,19,22480.36,57238.1,0.47,1.132,0.093,4,5,65.5,588,0.708,0
14554.55,79,12832.66,38178.0,0.582,1.134,0.509,2,4,85.1,651,0.681,0
15687.47,16,18740.94,58979.08,0.586,0.837,0.14,4,5,71.1,624,0.631,0
6052.16,22,5230.37,15272.17,0.605,1.157,0.126,3,6,78.7,694,0.418,0
10961.85,11,10569.83,26645.57,0.655,1.037,0.448,5,6,99.4,632,0.236,1
13366.55,33,10670.84,26293.11,0.612,1.253,0.466,3,3,66.5,700,0.512,0
19336.58,16,12170.84,39882.18,0.707,1.589,0.531,4,6,71.1,558,0.267,1
14763.22,8,9273.12,27787.62,0.669,1.592,0.302,6,5,66.8,732,0.273,1
15205.56,11,22060.12,69394.89,0.785,0.689,0.274,6,3,55.4,755,0.596,1
23222.82,24,23640.93,72237.2,0.808,0.982,0.416,4,6,23.9,736,0.638,0
13681.79,19,9758.19,26580.4,0.645,1.402,0.416,3,2,32.8,691,0.491,0
12787.97,28,9081.92,26688.16,0.596,1.408,0.574,2,7,81.1,589,0.342,1
14385.19,68,10175.42,26382.02,0.481,1.414,0.267,3,6,47.9,648,0.592,0
34246.55,10,23196.27,74854.15,0.8,1.476,0.05,2,2,91.8,639,0.833,0
5870.22,14,8882.1,27326.91,0.623,0.661,0.33,4,4,54.5,659,0.374,1
7867.4,40,4941.81,15703.86,0.607,1.592,0.291,5,2,57.3,631,0.342,1
12771.11,11,5226.81,17299.49,0.631,2.443,0.254,5,4,55.3,676,0.274,1
47952.94,58,22860.12,66625.3,0.589,2.098,0.573,4,4,58.2,605,0.673,0
5321.43,56,6421.5,18121.86,0.589,0.829,0.386,2,5,82.2,580,0.457,0
12188.22,101,11724.55,34875.76,0.621,1.04,0.364,1,6,55.0,684,0.763,0
16990.27,21,14534.55,48025.48,0.469,1.169,0.614,3,8,82.1,692,0.455,1
7014.23,93,5549.05,14561.28,0.564,1.264,0.505,6,4,89.1,592,0.29,1
9909.16,24,12365.83,37158.86,0.709,0.801,0.393,6,6,73.5,672,0.275,1
26919.86,12,10793.2,34464.74,0.626,2.494,0.153,2,4,82.3,731,0.64,0
5000.0,15,4065.37,12496.59,0.718,1.23,0.549,0,2,68.3,659,0.459,0
10719.74,17,11469.22,37361.59,0.674,0.935,0.541,3,8,87.6,698,0.345,1
16083.89,37,14871.82,39136.54,0.591,1.082,0.185,2,5,99.4,557,0.641,0
11305.91,14,11239.29,36650.76,0.545,1.006,0.108,2,8,27.4,646,0.548,1
27825.91,26,16649.15,47453.23,0.683,1.671,0.609,4,4,80.9,646,0.444,1
29205.86,99,17274.67,43137.75,0.585,1.691,0.378,5,2,98.6,695,0.734,1
33692.09,23,17101.91,49964.37,0.606,1.97,0.427,2,5,52.6,668,0.646,0
5000.0,29,7067.04,19778.24,0.709,0.708,0.48,1,7,64.7,711,0.43,0
6073.05,22,5702.08,16881.68,0.632,1.065,0.32,2,4,58.9,592,0.402,0
6163.42,85,8782.55,23143.96,0.657,0.702,0.48,2,4,80.8,617,0.572,0
5483.04,36,7174.01,21309.91,0.668,0.764,0.379,4,9,59.7,709,0.278,1
30620.43,55,42451.6,121497.43,0.715,0.721,0.206,4,3,66.4,703,0.958,0
15827.87,117,10171.93,35368.83,0.569,1.556,0.446,4,6,72.3,623,0.571,0
23819.85,84,12845.36,39071.88,0.585,1.854,0.326,3,3,53.6,647,0.713,0
13398.37,4,9648.2,29473.13,0.553,1.389,0.38,2,8,65.5,629,0.375,1
8353.55,15,7730.36,22767.88,0.677,1.081,0.447,0,4,62.1,555,0.473,0
65044.000799999965,27,40057.86,132167.13,0.63,1.63,0.386,1,6,36.0,670,0.954,0
8468.65,60,4111.9,12814.62,0.734,2.06,0.437,2,7,99.9,586,0.32,1
65044.000799999965,33,46340.38859999986,140030.18359999993,0.653,1.344,0.409,4,6,99.9,649,0.965,0
16594.96,88,13990.01,45509.95,0.633,1.186,0.438,1,5,60.0,618,0.75,0
12683.99,6,18150.44,52773.36,0.777,0.699,0.305,7,2,86.1,641,0.37,1
14540.54,51,11316.27,35930.24,0.719,1.285,0.192,7,6,94.7,773,0.377,1
12574.37,15,20822.8,66536.93,0.66,0.604,0.254,3,5,76.5,551,0.633,0
7849.93,27,6692.93,21596.31,0.808,1.173,0.271,3,7,87.3,790,0.393,1
10808.67,16,5926.1,18349.19,0.638,1.824,0.186,4,1,71.3,657,0.429,0
31028.69,29,46340.38859999986,129420.42,0.737,0.642,0.312,3,7,80.3,698,0.951,0
65044.000799999965,50,38996.47,116716.07,0.566,1.827,0.166,2,3,11.2,569,0.962,0
13577.46,144,11373.01,34422.29,0.599,1.194,0.518,2,7,65.8,729,0.762,0
20850.98,18,20728.18,62537.73,0.595,1.006,0.166,7,2,58.2,655,0.572,1
28100.17,120,31720.86,103897.64,0.576,0.886,0.604,0,3,65.3,627,0.967,1
19101.02,68,17737.25,50473.45,0.541,1.077,0.584,2,1,13.5,622,0.775,0
10160.04,43,11673.28,35401.13,0.563,0.87,0.176,3,3,95.2,537,0.588,1
34772.18,16,32412.52,96696.3,0.595,1.073,0.211,2,9,27.9,599,0.84,1
24501.18,39,19654.35,62187.25,0.672,1.247,0.184,4,4,65.3,603,0.676,0
5000.0,43,6891.21,23667.41,0.673,0.726,0.086,3,3,94.8,598,0.524,0
5000.0,19,8592.31,27060.69,0.702,0.582,0.2,2,2,58.8,718,0.61,0
16173.77,68,7328.12,22962.62,0.623,2.207,0.386,4,4,93.0,680,0.465,0
20334.39,48,12657.22,34873.7,0.595,1.607,0.484,4,7,64.5,741,0.462,0
16066.97,19,8969.15,23584.72,0.616,1.791,0.335,3,4,83.0,562,0.38,1
40683.67,16,20181.07,61781.7,0.593,2.016,0.356,1,4,87.8,606,0.758,0
19579.57,42,23345.34,68991.03,0.555,0.839,0.448,5,8,54.8,677,0.589,1
28664.17,137,26315.48,81853.79,0.619,1.089,0.614,2,6,65.2,619,0.892,1
35106.34,73,20137.02,57448.9,0.52,1.743,0.606,2,5,81.8,621,0.749,1
29711.6,60,21654.4,72254.25,0.545,1.372,0.451,1,3,80.4,679,0.879,0
8349.39,38,10285.09,27902.6,0.572,0.812,0.164,1,7,94.5,614,0.609,0
5000.0,49,3598.6726000000003,10774.730800000001,0.543,1.551,0.409,3,2,82.8,527,0.359,1
46640.19,144,46340.38859999986,140030.18359999993,0.549,0.69,0.47,5,3,61.0,619,0.997,1
6196.09,16,6807.82,22216.96,0.635,0.91,0.664,2,3,89.3,733,0.409,1
23377.66,7,17102.7,50359.44,0.666,1.367,0.387,4,7,98.0,657,0.426,0
6054.36,18,8793.82,25161.57,0.66,0.688,0.162,3,3,34.2,644,0.5,0
26375.97,38,29973.89,90502.23,0.656,0.88,0.532,2,8,73.8,693,0.815,1
8293.91,14,7136.41,20057.93,0.682,1.162,0.337,8,4,90.6,632,0.11,1
